"id","title","year","age","imdb","rotten_tomatoes","type"
5670,"Generation Wealth",2018,"18+",null,"57/100",0
5659,"Low Tide",2019,"18+",null,"57/100",0
5656,"Song One",2014,"13+",null,"58/100",0
5654,"Sebastian Maniscalco: Aren't You Embarrassed?",2014,"18+",null,"58/100",0
5629,"Hostile",2018,"18+",null,"58/100",0
5630,"Tamara",2005,"18+",null,"58/100",0
5631,"Never Grow Old",2019,"18+",null,"58/100",0
5632,"Chhalaang",2020,"16+",null,"58/100",0
5633,"Force of Nature",2020,"18+",null,"58/100",0
5634,"Clan of the White Lotus",1980,"13+",null,"58/100",0
5635,"Fort Bliss",2014,"18+",null,"58/100",0
5636,"Kabhi Kabhie",1976,"7+",null,"58/100",0
5639,"Kadhalil Sodhappuvadhu Yeppadi",2012,null,null,"58/100",0
5640,"The Burrowers",2008,"18+",null,"58/100",0
5643,"Sharkwater Extinction",2018,null,null,"58/100",0
5644,"Bhoomi",2017,null,null,"58/100",0
5647,"The Blue Gardenia",1953,null,null,"58/100",0
5650,"Submergence",2017,null,null,"58/100",0
5652,"Mashaal",1984,"all",null,"58/100",0
5682,"Sometimes Always Never",2019,"13+",null,"57/100",0
5683,"Valentine Road",2013,"16+",null,"57/100",0
5685,"In Dubious Battle",2017,"18+",null,"57/100",0
5686,"Gamera 2: Attack of the Legion",1996,null,null,"57/100",0
5715,"Counter Investigation",2007,null,null,"57/100",0
5716,"Missing 411: The Hunted",2019,null,null,"57/100",0
5717,"Gook",2017,null,null,"57/100",0
5719,"The Creeping Flesh",1973,"7+",null,"57/100",0
5723,"Diabolique",1996,"18+",null,"57/100",0
5724,"The Owl and the Pussycat",1970,"7+",null,"57/100",0
5725,"The Kindness of Strangers",2019,null,null,"57/100",0
5726,"The Grand",2007,"18+",null,"57/100",0
5727,"Stratton",2017,"18+",null,"57/100",0
5728,"Chick Fight",2021,"18+",null,"57/100",0
5729,"Iliza Shlesinger: War Paint",2013,null,null,"57/100",0
5730,"Jackie & Ryan",2014,"13+",null,"57/100",0
5731,"The Red House",1947,null,null,"57/100",0
5732,"Ice Guardians",2016,null,null,"57/100",0
5733,"Face 2 Face",2017,"18+",null,"57/100",0
5714,"The Dead Center",2019,null,null,"57/100",0
5628,"Blue Mountain State: The Rise of Thadland",2016,"18+",null,"58/100",0
5713,"In Dreams",1999,"18+",null,"57/100",0
5708,"College",1927,null,null,"57/100",0
5689,"Falcon Rising",2014,"18+",null,"57/100",0
5690,"Pawn Shop Chronicles",2013,"18+",null,"57/100",0
5691,"The Adventurer: The Curse of the Midas Box",2013,"7+",null,"57/100",0
5693,"Exposed",2016,"18+",null,"57/100",0
5694,"Robinson Crusoe",1954,"7+",null,"57/100",0
5695,"Deiva Thirumagal",2011,null,null,"57/100",0
5696,"Still Mine",2012,"13+",null,"57/100",0
5697,"""Scotland, PA""",2001,"18+",null,"57/100",0
5698,"Jim Gaffigan: Noble Ape",2018,null,null,"57/100",0
5699,"The Stolen Princess",2018,null,null,"57/100",0
5700,"Father of Invention",2010,"13+",null,"57/100",0
5702,"Amateur Night",2016,null,null,"57/100",0
5703,"Jim Gaffigan: Quality Time",2019,null,null,"57/100",0
5704,"The German Doctor",2013,"13+",null,"57/100",0
5705,"Chavela",2017,null,null,"57/100",0
5711,"Möbius",2013,"18+",null,"57/100",0
5510,"About Alex",2014,"18+",null,"59/100",0
5627,"Doug Stanhope: No Refunds",2007,"18+",null,"58/100",0
5625,"Mere Brother Ki Dulhan",2011,null,null,"58/100",0
5541,"Nocturne",2020,null,null,"59/100",0
5542,"Lamhe",1991,"7+",null,"59/100",0
5543,"Hichki",2018,"7+",null,"59/100",0
5547,"Royal Wedding",1951,null,null,"59/100",0
5548,"Vanishing on 7th Street",2010,"18+",null,"59/100",0
5549,"The Truth About Emanuel",2014,"18+",null,"59/100",0
5540,"Madame",2017,"16+",null,"59/100",0
5552,"Jack Goes Boating",2010,"18+",null,"59/100",0
5554,"Accidentally Engaged",2016,"7+",null,"59/100",0
5556,"Joshy",2016,"18+",null,"59/100",0
5557,"Maanagaram",2017,null,null,"59/100",0
5558,"The Spirit of Christmas",2015,null,null,"59/100",0
5559,"Beautiful Kate",2009,"18+",null,"59/100",0
5560,"We Still Kill the Old Way",2014,null,null,"58/100",0
5553,"Max",2002,"18+",null,"59/100",0
5539,"Night Falls on Manhattan",1996,"18+",null,"59/100",0
5537,"At Middleton",2013,"18+",null,"59/100",0
5536,"Meri Pyaari Bindu",2017,"7+",null,"59/100",0
5515,"Kill Chain",2020,"18+",null,"59/100",0
5516,"Frankie & Alice",2010,"18+",null,"59/100",0
5520,"Where Hands Touch",2018,"13+",null,"59/100",0
5522,"Shottas",2002,"18+",null,"59/100",0
5524,"Project Gutenberg",2018,"18+",null,"59/100",0
5525,"Mara",2018,"18+",null,"59/100",0
5527,"Dead Birds",2004,"18+",null,"59/100",0
5528,"Ladybugs",1992,"13+",null,"59/100",0
5529,"Not Wanted",1949,null,null,"59/100",0
5530,"Ae Dil Hai Mushkil",2016,"13+",null,"59/100",0
5531,"Age of Heroes",2011,"18+",null,"59/100",0
5532,"The Beckoning Silence",2007,"7+",null,"59/100",0
5533,"The Tracker",2002,null,null,"59/100",0
5534,"The Bachelors",2017,null,null,"59/100",0
5535,"Wander",2020,"18+",null,"59/100",0
5564,"Rupture",2016,"18+",null,"58/100",0
5565,"Pal Joey",1957,null,null,"58/100",0
5566,"Syrup",2013,"18+",null,"58/100",0
5568,"Dear Comrade",2019,null,null,"58/100",0
5609,"Moonwalkers",2015,"18+",null,"58/100",0
5610,"Small Apartments",2012,"18+",null,"58/100",0
5611,"Maharshi",2019,null,null,"58/100",0
5613,"Slackers",2002,"18+",null,"58/100",0
5614,"Wind",1992,"13+",null,"58/100",0
5615,"He's Out There",2018,"18+",null,"58/100",0
5616,"Ong Bak 3",2010,"18+",null,"58/100",0
5617,"The Adventures of Mark Twain",1985,"all",null,"58/100",0
5618,"The Invisibles",2017,null,null,"58/100",0
5619,"Tuff Turf",1985,"18+",null,"58/100",0
5620,"Army of One",2016,"18+",null,"58/100",0
5621,"Gotti",2018,"18+",null,"58/100",0
5622,"East Side Sushi",2014,"7+",null,"58/100",0
5623,"Dance of the Dead",2008,"18+",null,"58/100",0
5624,"Blood Fest",2018,null,null,"58/100",0
5606,"Mambo Italiano",2003,"18+",null,"58/100",0
5626,"The Intervention",2016,"18+",null,"58/100",0
5604,"Robin Hood",1922,null,null,"58/100",0
5601,"Transit",2012,"18+",null,"58/100",0
5570,"Bad Ass",2012,"18+",null,"58/100",0
5573,"Flowers in the Attic",1987,"18+",null,"58/100",0
5576,"Being Charlie",2015,"18+",null,"58/100",0
5578,"Creative Control",2016,"18+",null,"58/100",0
5579,"One Small Hitch",2013,null,null,"58/100",0
5580,"Lady Jane",1986,"13+",null,"58/100",0
5581,"Hans Christian Andersen",1952,null,null,"58/100",0
5583,"Milk Money",1994,"13+",null,"58/100",0
5585,"An American Rhapsody",2001,"13+",null,"58/100",0
5587,"Suck",2009,"18+",null,"58/100",0
5590,"Dark River",2018,"18+",null,"58/100",0
5591,"Something from Nothing: The Art of Rap",2012,"18+",null,"58/100",0
5598,"Miss Meadows",2014,null,null,"58/100",0
5599,"Wildlike",2015,null,null,"58/100",0
5600,"The Falls",2012,null,null,"58/100",0
5603,"Replicant",2001,"18+",null,"58/100",0
5268,"Wonderstruck",2017,"7+",null,"63/100",0
6192,"Dhadak",2018,null,null,"52/100",0
6195,"Sand Castles",2016,null,null,"52/100",0
6876,"Home Invasion",2012,"13+",null,"47/100",0
6878,"Tormented",1960,null,null,"47/100",0
6879,"Home Sweet Home",2020,"7+",null,"47/100",0
6882,"Walter Williams: Suffer No Fools",2014,null,null,"47/100",0
6883,"Cafe Society",1997,"18+",null,"47/100",0
6884,"The Perfect Daughter",2016,"16+",null,"47/100",0
6875,"Shotgun",1955,null,null,"47/100",0
6887,"Delightfully Dangerous",1945,null,null,"46/100",0
6889,"Hostile Border",2015,"18+",null,"46/100",0
6893,"Joni",1979,"all",null,"46/100",0
6894,"These Streets We Haunt",2021,null,null,"46/100",0
6896,"Soul to Keep",2018,null,null,"46/100",0
6898,"Resistance",2003,"18+",null,"46/100",0
6900,"Top Dog",1995,"13+",null,"46/100",0
6888,"My Brother's Keeper",2021,"13+",null,"46/100",0
6873,"Slipstream",2005,"18+",null,"47/100",0
6872,"Ghost Team One",2013,"18+",null,"47/100",0
6847,"Confession",2005,"18+",null,"47/100",0
6851,"Four",2013,"18+",null,"47/100",0
6852,"Sweet Home Carolina",2017,null,null,"47/100",0
6853,"Long Lost Son",2006,"7+",null,"47/100",0
6855,"The Ambassador's Daughter",1956,null,null,"47/100",0
6856,"Carrie's War",2004,null,null,"47/100",0
6859,"All Stars",2014,"7+",null,"47/100",0
6861,"A World Away",2019,"13+",null,"47/100",0
6862,"Like Arrows",2018,null,null,"47/100",0
6863,"Caught Up",1998,"18+",null,"47/100",0
6864,"Until September",1984,"18+",null,"47/100",0
6865,"Allies",2014,null,null,"47/100",0
6866,"Baabul",2006,"all",null,"47/100",0
6867,"Road Dogz",2002,"18+",null,"47/100",0
6870,"The Man From Utah",1934,"all",null,"47/100",0
6902,"Sweet Sunshine",2020,null,null,"46/100",0
6905,"Steps",2021,null,null,"46/100",0
6906,"Millie",1931,null,null,"46/100",0
6909,"Adam Ferrara: Funny As Hell",2009,null,null,"46/100",0
6948,"Fireman Sam: The Great Fire of Pontypandy",2010,null,null,"46/100",0
6950,"Chris Porter: A Man From Kansas",2019,null,null,"46/100",0
6951,"Unspeakable",2017,null,null,"46/100",0
6953,"Azorian: The Raising of the K-129",2011,"7+",null,"46/100",0
6954,"Arrowhead",1953,null,null,"46/100",0
6955,"Romeo Ranjha",2014,null,null,"46/100",0
6956,"The Work and the Glory",2004,"7+",null,"46/100",0
6958,"Teenage Bank Heist",2012,"16+",null,"46/100",0
6959,"Late Bloomers",1996,null,null,"46/100",0
6960,"Bewakoofiyaan",2014,"7+",null,"46/100",0
6961,"ETs Among Us: UFO Witnesses and Whistleblowers",2016,null,null,"46/100",0
6962,"Three Guys Named Mike",1951,null,null,"46/100",0
6964,"The Legend of Sarila",2013,"7+",null,"46/100",0
6967,"Steve Byrne: The Byrne Identity",2010,"13+",null,"46/100",0
6968,"The Wrong Car",2016,"13+",null,"46/100",0
6947,"Andrew Dice Clay: One Night with Dice",1987,"18+",null,"46/100",0
6846,"Reunion",2020,null,null,"47/100",0
6943,"The Ride",1997,"7+",null,"46/100",0
6941,"Vampire Dog",2012,"all",null,"46/100",0
6910,"Echoes of Fear",2018,null,null,"46/100",0
6912,"306 Hollywood",2018,null,null,"46/100",0
6913,"We Still Say Grace",2020,null,null,"46/100",0
6917,"National Lampoon's The Legend of Awesomest Maximus",2011,"18+",null,"46/100",0
6918,"The Wild Horse Redemption",2007,null,null,"46/100",0
6920,"Omega Doom",1996,"13+",null,"46/100",0
6922,"Intern",2000,"18+",null,"46/100",0
6923,"Blue Steel",1934,"all",null,"46/100",0
6924,"Eternally Yours",1939,null,null,"46/100",0
6929,"Bob the Drag Queen: Suspiciously Large Woman",2017,"18+",null,"46/100",0
6930,"Expiry",2021,null,null,"46/100",0
6933,"Olympia",2018,"16+",null,"46/100",0
6934,"Ear Buds: The Podcasting Documentary",2016,null,null,"46/100",0
6939,"Without a Paddle: Nature's Calling",2009,"13+",null,"46/100",0
6940,"No Greater Love",2017,"16+",null,"46/100",0
6942,"The Manster",1959,null,null,"46/100",0
6969,"Karma",2015,null,null,"46/100",0
6843,"Udhayam NH4",2013,"7+",null,"47/100",0
6841,"Wrangler: Anatomy of an Icon",2008,null,null,"47/100",0
6745,"Close Range",2015,"18+",null,"47/100",0
6747,"The Surface",2014,null,null,"47/100",0
6748,"Beta",1992,null,null,"47/100",0
6753,"Silver Wolf",1999,"all",null,"47/100",0
6756,"Savyasachi",2018,null,null,"47/100",0
6757,"The Tiger Hunter",2017,null,null,"47/100",0
6743,"Wheeler",2017,"7+",null,"47/100",0
6758,"Criminally Insane",1975,"18+",null,"47/100",0
6760,"Grace",2018,"16+",null,"47/100",0
6761,"Gamera vs. Guiron",1969,null,null,"47/100",0
6762,"God's Compass",2016,null,null,"47/100",0
6763,"Nobody",2007,null,null,"47/100",0
6764,"Camino",2016,"18+",null,"47/100",0
6766,"The Mystery of Agatha Christie with David Suchet",2013,null,null,"47/100",0
6759,"Of Two Minds",2012,null,null,"47/100",0
6735,"The Gardener",2017,"all",null,"47/100",0
6734,"In Search of Mozart",2006,null,null,"47/100",0
6733,"Kadaram Kondan",2019,null,null,"48/100",0
6711,"Violets Are Blue",1986,"13+",null,"48/100",0
6713,"Time of Death",2013,null,null,"48/100",0
6714,"Whistle Stop",1946,null,null,"48/100",0
6715,"Cheers For Miss Bishop",1941,null,null,"48/100",0
6716,"Dabangg 3",2019,null,null,"48/100",0
6717,"Brother Nature",2016,"18+",null,"48/100",0
6719,"Zoombies",2016,"16+",null,"48/100",0
6722,"My Pet Dinosaur",2017,"7+",null,"48/100",0
6723,"Matt Braunger: Big Dumb Animal",2015,"18+",null,"48/100",0
6725,"The Alpha Test",2021,null,null,"48/100",0
6726,"The Marksman",2005,"18+",null,"48/100",0
6727,"The Hunted",2014,"13+",null,"48/100",0
6728,"Windows",1980,"18+",null,"48/100",0
6729,"The Consequence",1977,null,null,"48/100",0
6732,"Anita",2013,null,null,"48/100",0
6769,"Change in the Air",2018,"7+",null,"47/100",0
6770,"The Hike",2011,"18+",null,"47/100",0
6771,"Jean of the Joneses",2016,null,null,"47/100",0
6773,"The Saturn V Story",2014,null,null,"47/100",0
6807,"Journey to Royal: A WWII Rescue Mission",2021,null,null,"47/100",0
6809,"Heartbeats",2017,"7+",null,"47/100",0
6810,"Tom Sawyer & Huckleberry Finn",2014,"13+",null,"47/100",0
6813,"Bazodee",2016,"13+",null,"47/100",0
6814,"There Is Many Like Us",2015,"13+",null,"47/100",0
6815,"The Night Crew",2015,null,null,"47/100",0
6816,"The First American",2016,null,null,"47/100",0
6817,"Stone Pillow",1985,null,null,"47/100",0
6818,"What Happens Next",2011,null,null,"47/100",0
6822,"American Tragedy",2019,null,null,"47/100",0
6823,"Never Let Go",2015,"18+",null,"47/100",0
6826,"Gamera vs. Viras",1968,null,null,"47/100",0
6828,"Tracktown",2017,null,null,"47/100",0
6833,"Konga",1961,null,null,"47/100",0
6836,"Mere Dad Ki Maruti",2013,"all",null,"47/100",0
6806,"Eugene Mirman: Vegan on His Way to the Complain Store",2015,null,null,"47/100",0
6842,"Imaginary Friend",2012,"13+",null,"47/100",0
6805,"Kickin' It Old Skool",2007,"13+",null,"47/100",0
6802,"Oklahoma Crude",1973,"7+",null,"47/100",0
6774,"The Silent Mountain",2014,null,null,"47/100",0
6775,"David",2013,null,null,"47/100",0
6778,"4/20 Massacre",2018,"18+",null,"47/100",0
6780,"Toxic Shark",2017,"16+",null,"47/100",0
6781,"Stalled",2013,null,null,"47/100",0
6782,"""The Doctor, The Tornado & The Kentucky Kid""",2006,null,null,"47/100",0
6783,"Out of the Wild",2017,null,null,"47/100",0
6788,"The Crystal Ball",1943,null,null,"47/100",0
6790,"Nene Raju Nene Mantri",2017,null,null,"47/100",0
6791,"Redeemer",2014,null,null,"47/100",0
6792,"Dwayne Perkins: Take Note",2016,"18+",null,"47/100",0
6793,"Most Likely to Succeed",2019,"16+",null,"47/100",0
6794,"Adventures of Power",2008,"13+",null,"47/100",0
6798,"The Great War",2019,"18+",null,"47/100",0
6801,"Jungle Shuffle",2014,null,null,"47/100",0
6803,"Robert",2015,null,null,"47/100",0
6710,"A Christmas in Royal Fashion",2018,null,null,"48/100",0
6972,"#Lucky Number",2015,"16+",null,"46/100",0
6975,"Noor",2017,null,null,"46/100",0
7156,"Hide Away",2012,"13+",null,"45/100",0
7157,"In Search of Doc Holliday",2016,null,null,"45/100",0
7158,"Katherine",1975,"16+",null,"45/100",0
7159,"The Speed of Thought",2011,null,null,"45/100",0
7160,"Bulldog Drummond",1929,null,null,"45/100",0
7164,"Devil's Diary",2007,null,null,"45/100",0
7155,"First We Take Brooklyn",2018,"18+",null,"45/100",0
7167,"Gamera vs. Zigra",1971,null,null,"45/100",0
7169,"Secrets of Deception",2017,"18+",null,"44/100",0
7172,"Ferro",2020,null,null,"44/100",0
7173,"Paradise Canyon",1935,null,null,"44/100",0
7174,"Bottom Feeders",2021,null,null,"44/100",0
7176,"Kill Order",2017,null,null,"44/100",0
7177,"Cameron Esposito: Marriage Material",2016,null,null,"44/100",0
7168,"I Met My Love Again",1938,null,null,"44/100",0
7152,"Knuckle Jack",2013,null,null,"45/100",0
7148,"The Forbidden Dance",1990,"13+",null,"45/100",0
7147,"Kaafi Filmy",2019,"18+",null,"45/100",0
7118,"Spooks Run Wild",1941,null,null,"45/100",0
7120,"Egypt's Lost Queens",2014,"13+",null,"45/100",0
7121,"Safe Inside",2019,null,null,"45/100",0
7122,"Fairhaven",2013,null,null,"45/100",0
7123,"Monsieur Papa",2011,"7+",null,"45/100",0
7124,"Hard to Get",2014,null,null,"45/100",0
7129,"Cabin 28",2017,"18+",null,"45/100",0
7132,"By Love Possessed",1961,null,null,"45/100",0
7136,"No Place to Hide: The Rehtaeh Parsons Story",2015,"13+",null,"45/100",0
7139,"Nervous Ticks",1992,"18+",null,"45/100",0
7141,"Doubting Thomas",2018,"18+",null,"45/100",0
7142,"Loco Love",2003,"7+",null,"45/100",0
7143,"A Bucket of Blood",1995,"18+",null,"45/100",0
7144,"The Engagement Ring",2005,"7+",null,"45/100",0
7145,"Fighting Caravans",1931,null,null,"45/100",0
7180,"Loving Miss Hatto",2012,"16+",null,"44/100",0
7187,"Winterset",1936,null,null,"44/100",0
7189,"Black November",2012,"13+",null,"44/100",0
7195,"Never Wave at a WAC",1953,null,null,"44/100",0
7233,"Mohawk",1956,"7+",null,"44/100",0
7237,"American Experience: Rachel Carson",2017,"7+",null,"44/100",0
7238,"Alonzo Bodden: Heavy Lightweight",2019,null,null,"44/100",0
7239,"The Genesis Code",2010,"7+",null,"44/100",0
7242,"Killing Oswald",2013,null,null,"44/100",0
7243,"The Night Before Christmas",1994,null,null,"44/100",0
7244,"Killing Jimmy Hoffa",2014,null,null,"44/100",0
7245,"The Black Candle",1991,null,null,"44/100",0
7246,"A Different Loyalty",2004,"18+",null,"44/100",0
7250,"Trapper Jake",2013,null,null,"44/100",0
7251,"Noelle",2007,"7+",null,"44/100",0
7252,"Tick Tock",2000,"18+",null,"44/100",0
7254,"Black Pumpkin",2020,null,null,"44/100",0
7256,"Rain Fall",2009,"18+",null,"44/100",0
7259,"""You Belong to Me: Sex, Race and Murder in the South""",2015,null,null,"44/100",0
7230,"Farmland",2014,"all",null,"44/100",0
7114,"Bright Hill Road",2020,null,null,"45/100",0
7229,"Nat Turner: A Troublesome Property",2003,"7+",null,"44/100",0
7226,"Raccoon Valley",2018,null,null,"44/100",0
7197,"The Retrievers",2001,null,null,"44/100",0
7199,"7 Assassins",2013,"18+",null,"44/100",0
7202,"Lower Learning",2008,"18+",null,"44/100",0
7203,"Titeuf",2011,"all",null,"44/100",0
7205,"Ninu Veedani Needanu Nene",2019,null,null,"44/100",0
7206,"Shadow Company",2006,"13+",null,"44/100",0
7211,"Bob Saget: That's What I'm Talking About",2013,"18+",null,"44/100",0
7212,"Kingdom of Conquerors",2013,"13+",null,"44/100",0
7215,"Petromax",2019,null,null,"44/100",0
7216,"Devil's Whisper",2017,null,null,"44/100",0
7217,"Rock N' Roll Christmas",2019,"7+",null,"44/100",0
7218,"Two Wrongs",2015,"16+",null,"44/100",0
7220,"Bryan Callen: Man Class",2012,"18+",null,"44/100",0
7222,"One Great Love",2018,"13+",null,"44/100",0
7223,"Race 3",2018,null,null,"44/100",0
7228,"Voyage Into Space",1970,null,null,"44/100",0
6973,"Heterosexual Jill",2013,null,null,"46/100",0
7113,"Taqdeerwala",1995,null,null,"45/100",0
7110,"Dan Cummins: Get Outta Here; Devil!",2020,null,null,"45/100",0
7014,"The Vampire Happening",1971,null,null,"46/100",0
7016,"Finding Grace",2020,null,null,"46/100",0
7017,"Ghost in the Graveyard",2019,null,null,"46/100",0
7018,"Anthem of a Teenage Prophet",2019,"18+",null,"46/100",0
7019,"Inside Out",2005,null,null,"46/100",0
7020,"The Wedding Night",1935,null,null,"46/100",0
7010,"All She Wishes",2015,null,null,"46/100",0
7021,"10 Cent Pistol",2014,"18+",null,"46/100",0
7025,"Taking 5",2007,"7+",null,"45/100",0
7026,"Supercon",2018,"18+",null,"45/100",0
7027,"Salmonberries",1991,"18+",null,"45/100",0
7028,"Who's Your Caddy?",2007,"13+",null,"45/100",0
7029,"Sugar Daddies",2014,"7+",null,"45/100",0
7034,"Night Skies",2007,"18+",null,"45/100",0
7024,"Girlfriends of Christmas Past",2016,"all",null,"45/100",0
7008,"Flight 666",2018,null,null,"46/100",0
7002,"Dudes & Dragons",2015,null,null,"46/100",0
7000,"Third Eye Spies",2019,null,null,"46/100",0
6978,"Doe",2018,"18+",null,"46/100",0
6979,"Ice",1998,"13+",null,"46/100",0
6980,"The Dragon Pearl",2011,"7+",null,"46/100",0
6981,"Morgan Murphy: Irish Goodbye",2014,null,null,"46/100",0
6982,"The Uncomfortable Truth",2018,"13+",null,"46/100",0
6983,"The Immortalists",2014,null,null,"46/100",0
6987,"Come Out Fighting",2016,"18+",null,"46/100",0
6990,"Acquainted",2019,"13+",null,"46/100",0
6991,"The Heiress",2021,"18+",null,"46/100",0
6992,"Apple of My Eye",2017,"7+",null,"46/100",0
6994,"Attack Force",2006,"18+",null,"46/100",0
6995,"A Girl's Best Friend",2015,null,null,"46/100",0
6996,"Life with Murder",2010,null,null,"46/100",0
6997,"Skills Like This",2007,null,null,"46/100",0
6998,"Gen-Y Cops",2000,"18+",null,"46/100",0
7037,"Urvi",2017,null,null,"45/100",0
7042,"A Christmas Princess",2019,"7+",null,"45/100",0
7047,"Doors Open",2012,"16+",null,"45/100",0
7050,"French Biriyani",2020,null,null,"45/100",0
7089,"Jhoom Barabar Jhoom",2007,"13+",null,"45/100",0
7090,"The McMasters",1970,null,null,"45/100",0
7092,"Floating City",2012,null,null,"45/100",0
7094,"Fanney Khan",2018,null,null,"45/100",0
7095,"Missing Mom",2016,null,null,"45/100",0
7096,"Elimination Game",2014,"18+",null,"45/100",0
7097,"Eddie Griffin: Undeniable",2018,"7+",null,"45/100",0
7098,"Apparition",2019,null,null,"45/100",0
7099,"Billy Gardell: Halftime",2011,"16+",null,"45/100",0
7100,"The Cleansing",2019,null,null,"45/100",0
7101,"Drunk Wedding",2015,"18+",null,"45/100",0
7102,"Trade Winds",1938,null,null,"45/100",0
7105,"Agathe Cléry",2008,null,null,"45/100",0
7107,"Deadlocked",2020,null,null,"45/100",0
7108,"Smitty",2012,"7+",null,"45/100",0
7088,"Casual Encounters",2016,"18+",null,"45/100",0
7112,"I Am Watching You",2016,"16+",null,"45/100",0
7086,"Manhattan Undying",2016,null,null,"45/100",0
7082,"Volcanic UFO Mysteries",2021,null,null,"45/100",0
7054,"Hesburgh",2019,null,null,"45/100",0
7055,"An English Haunting",2020,"13+",null,"45/100",0
7057,"Out of Liberty",2019,"7+",null,"45/100",0
7059,"Anjelah Johnson: The Homecoming Show",2013,null,null,"45/100",0
7062,"The Chef's Wife",2014,"7+",null,"45/100",0
7066,"The Farmer and the Belle: Saving Santaland",2020,null,null,"45/100",0
7069,"Bryan Callen: Never Grow Up",2016,"18+",null,"45/100",0
7070,"White Fire",1984,"18+",null,"45/100",0
7073,"Sprinter",2019,null,null,"45/100",0
7074,"Chocolate City",2015,"18+",null,"45/100",0
7075,"Wandering Eye",2011,"13+",null,"45/100",0
7076,"""Bruce Lee: The Man, The Myth""",1976,"18+",null,"45/100",0
7077,"Grateful Dawg",2000,"13+",null,"45/100",0
7080,"Debug",2014,"13+",null,"45/100",0
7081,"My Beautiful Bride",2021,null,null,"45/100",0
7085,"Marriage of Lies",2016,"7+",null,"45/100",0
6194,"George Reddy",2019,null,null,"52/100",0
6709,"Tennessee Whiskey: The Dean Dillon Story",2017,null,null,"48/100",0
6706,"Lincoln@Gettysburg",2013,"7+",null,"48/100",0
6352,"A Cowgirl's Story",2017,"7+",null,"51/100",0
6354,"Mitron",2018,null,null,"51/100",0
6357,"Christmas on the Bayou",2013,"7+",null,"51/100",0
6358,"Holly's Holiday",2012,"16+",null,"51/100",0
6362,"Summer Night",2019,null,null,"51/100",0
6363,"Till Human Voices Wake Us",2002,"18+",null,"51/100",0
6350,"You and I",2011,"18+",null,"51/100",0
6364,"The Mothman of Point Pleasant",2017,null,null,"50/100",0
6366,"The Black Velvet Gown",1993,null,null,"50/100",0
6367,"Tubelight",2017,null,null,"50/100",0
6369,"See You Soon",2019,"18+",null,"50/100",0
6371,"Spinster",2020,"7+",null,"50/100",0
6374,"Gehenna: Where Death Lives",2016,"18+",null,"50/100",0
6376,"Trading Paint",2019,"18+",null,"50/100",0
6365,"Out of Time",2019,null,null,"50/100",0
6349,"Room 6",2006,null,null,"51/100",0
6348,"The Odds",2019,null,null,"51/100",0
6346,"Love's Kitchen",2011,"13+",null,"51/100",0
6326,"Walter",2015,"18+",null,"51/100",0
6327,"Dirtbag: The Legend of Fred Beckey",2017,null,null,"51/100",0
6328,"Borsalino and Co.",1974,"13+",null,"51/100",0
6329,"Kabul Express",2006,"7+",null,"51/100",0
6330,"Angels in the Snow",2015,null,null,"51/100",0
6331,"Into the Sun",2005,"18+",null,"51/100",0
6332,"Tattoo Nation",2013,null,null,"51/100",0
6333,"Make Believe",2011,null,null,"51/100",0
6334,"The Christmas Candle",2013,"7+",null,"51/100",0
6335,"Married by Christmas",2016,"7+",null,"51/100",0
6336,"Plug Love",2017,"18+",null,"51/100",0
6340,"Elon Musk: The Real Life Iron Man",2018,"7+",null,"51/100",0
6341,"Albion: The Enchanted Stallion",2016,"7+",null,"51/100",0
6342,"Songwriter",1984,"18+",null,"51/100",0
6344,"The Incredible Story of the Giant Pear",2017,null,null,"51/100",0
6379,"Befikre",2016,"13+",null,"50/100",0
6381,"Yearly Departed",2020,null,null,"50/100",0
6387,"Aadai",2019,null,null,"50/100",0
6388,"Padi Padi Leche Manasu",2018,null,null,"50/100",0
6423,"Hope Lost",2015,"18+",null,"50/100",0
6425,"Clifford's Really Big Movie",2004,"all",null,"50/100",0
6427,"Mourning Son",2015,null,null,"50/100",0
6428,"The Perfect Wedding",2012,null,null,"50/100",0
6430,"Piccadilly Jim",2004,"16+",null,"50/100",0
6431,"Not Forgotten",2009,"18+",null,"50/100",0
6432,"Sleepwalker",2017,null,null,"50/100",0
6434,"The Hollow Child",2018,"18+",null,"50/100",0
6436,"The Unnamable",1988,"18+",null,"50/100",0
6441,"""Stallone: Frank, That Is""",2021,null,null,"50/100",0
6442,"Hard Luck",2006,"18+",null,"50/100",0
6444,"Max Reload and the Nether Blasters",2020,"13+",null,"50/100",0
6446,"Iceberg Slim: Portrait of a Pimp",2012,"18+",null,"50/100",0
6447,"Bottom of the 9th",2019,"18+",null,"50/100",0
6448,"Half of a Yellow Sun",2013,"18+",null,"50/100",0
6422,"Drive Thru",2007,"18+",null,"50/100",0
6325,"Bad Kids of Crestview Academy",2017,"18+",null,"51/100",0
6421,"Introspectum Motel",2021,null,null,"50/100",0
6419,"One Special Night",1999,"7+",null,"50/100",0
6389,"Two Step",2015,null,null,"50/100",0
6390,"Grimm Love",2006,"18+",null,"50/100",0
6392,"Big Sur",2013,"18+",null,"50/100",0
6394,"Happy Birthday",2016,"18+",null,"50/100",0
6395,"Down the Shore",2011,"18+",null,"50/100",0
6396,"The Legion",2020,"18+",null,"50/100",0
6397,"Heatstroke",2013,"18+",null,"50/100",0
